var_name,value,seq,t0_ns,t_return_ns
MAIN.m_container.m_crane.m_PresenceSensorAtConveyor.DI_WPDetected,True,1,1772211195801900300,
MAIN.m_container.m_crane.m_PresenceSensorAtStack.DI_WPDetected,False,2,1772211195801900300,
MAIN.m_container.m_crane.m_PresenceSensorAtStamp.DI_WPDetected,False,3,1772211195811900000,
MAIN.m_container.m_crane.Motor.AI_Position,False,4,1772211195811900000,
MAIN.m_container.m_crane.Motor.AI_Speed,False,5,1772211195811900000,
MAIN.m_container.m_crane.Motor.DO_TurnClockwise,False,6,1772211195821902900,
MAIN.m_container.m_crane.Motor.DO_TurnCounterclockwise,False,7,1772211195821902900,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_FlowPressure,False,8,1772211195831899900,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PositionTransmitter,False,9,1772211195831899900,
MAIN.m_container.m_crane.o_MonostableCylinder.AI_PressureSensor,False,10,1772211195841900300,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryFlowPressure,False,11,1772211195841900300,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_BoundaryPressure,False,12,1772211195841900300,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Extended,False,13,1772211195851899700,
MAIN.m_container.m_crane.o_MonostableCylinder.DI_Retracted,True,14,1772211195851899700,
MAIN.m_container.m_crane.o_MonostableCylinder.DO_Extend,False,15,1772211195861900000,
MAIN.m_container.m_crane.o_VacuumGripper.DI_TakenIn,False,16,1772211195861900000,
MAIN.m_container.m_crane.o_VacuumGripper.DO_VacuumOn,False,17,1772211195871901100,
MAIN.m_container.m_crane.o_VacuumGripper.VacuumHit,False,18,1772211195871901100,
MAIN.m_container.m_LSC.m_inductiveSensorMid.DI_WPMetallic,False,19,1772211195881899700,
MAIN.m_container.m_LSC.m_inductiveSensorStart.DI_WPMetallic,False,20,1772211195881899700,
MAIN.m_container.m_LSC.m_opticalSensorEnd.DI_WPLight,False,21,1772211195891899600,
MAIN.m_container.m_LSC.m_opticalSensorMid.DI_WPLight,False,22,1772211195891899600,
MAIN.m_container.m_LSC.m_opticalSensorStart.DI_WPLight,False,23,1772211195891899600,
MAIN.m_container.m_LSC.m_presenceSensorStart.DI_WPDetected,False,24,1772211195901899900,
MAIN.m_container.m_LSC.m_rampEnd.m_presenceSensorRampFull.DI_WPDetected,False,25,1772211195901899900,
MAIN.m_container.m_LSC.m_rampMiddle.m_presenceSensorRampFull.DI_WPDetected,False,26,1772211195911899700,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_FlowPressure,False,27,1772211195911899700,
MAIN.m_container.m_LSC.m_rampPusherMid.AI_PositionTransmitter,False,28,1772211195921900300,
